countryEnglishName,provinceEnglishName,total_confirmedCount,total_curedCount,total_deadCount,updateTime,report_date
Iran,Iran,43,0,8,24/02/2020 12:40,24/02/2020
United States of America,United States of America,35,3,0,24/02/2020 12:40,24/02/2020
Thailand,Thailand,35,21,0,24/02/2020 12:40,24/02/2020
Australia,Australia,21,11,0,24/02/2020 12:40,24/02/2020
United Arab Emirates,United Arab Emirates,13,4,0,24/02/2020 12:40,24/02/2020
Germany,Germany,16,14,0,24/02/2020 12:40,24/02/2020
Israel,Israel,1,0,0,24/02/2020 12:40,24/02/2020
Lebanon,Lebanon,1,0,0,24/02/2020 12:40,24/02/2020
Iraq,Iraq,1,0,0,24/02/2020 12:40,24/02/2020
Korea,Korea,763,18,7,24/02/2020 10:58,24/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,691,0,3,24/02/2020 10:58,24/02/2020
Japan,Japan,147,22,1,24/02/2020 10:58,24/02/2020
Singapore,Singapore,89,51,0,24/02/2020 10:58,24/02/2020
Iran,Iran,43,0,8,24/02/2020 10:58,24/02/2020
Thailand,Thailand,35,21,0,24/02/2020 10:58,24/02/2020
Germany,Germany,16,14,0,24/02/2020 10:58,24/02/2020
Korea,Korea,763,18,7,24/02/2020 09:40,24/02/2020
Korea,Korea,763,18,7,24/02/2020 09:28,24/02/2020
Korea,Korea,602,18,6,24/02/2020 07:57,24/02/2020
Japan,Japan,147,22,1,24/02/2020 07:57,24/02/2020
Korea,Korea,602,18,6,24/02/2020 07:28,24/02/2020
Japan,Japan,147,22,1,24/02/2020 07:26,24/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,691,0,3,24/02/2020 07:13,24/02/2020
Korea,Korea,602,16,6,24/02/2020 07:13,24/02/2020
Japan,Japan,135,22,1,24/02/2020 07:13,24/02/2020
Singapore,Singapore,89,51,0,24/02/2020 07:13,24/02/2020
Iran,Iran,43,0,8,24/02/2020 07:13,24/02/2020
United States of America,United States of America,35,3,0,24/02/2020 07:13,24/02/2020
Thailand,Thailand,35,21,0,24/02/2020 07:13,24/02/2020
Australia,Australia,21,11,0,24/02/2020 07:13,24/02/2020
United Arab Emirates,United Arab Emirates,13,4,0,24/02/2020 07:13,24/02/2020
Germany,Germany,16,14,0,24/02/2020 07:13,24/02/2020
Israel,Israel,1,0,0,24/02/2020 07:13,24/02/2020
Lebanon,Lebanon,1,0,0,24/02/2020 07:13,24/02/2020
Iraq,Iraq,1,0,0,24/02/2020 07:13,24/02/2020
Germany,Germany,16,14,0,24/02/2020 07:07,24/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,691,0,3,24/02/2020 07:02,24/02/2020
Korea,Korea,602,16,6,24/02/2020 07:02,24/02/2020
Japan,Japan,135,22,1,24/02/2020 07:02,24/02/2020
Singapore,Singapore,89,51,0,24/02/2020 07:02,24/02/2020
Iran,Iran,43,0,8,24/02/2020 07:02,24/02/2020
United States of America,United States of America,35,3,0,24/02/2020 07:02,24/02/2020
Thailand,Thailand,35,21,0,24/02/2020 07:02,24/02/2020
Australia,Australia,21,11,0,24/02/2020 07:02,24/02/2020
United Arab Emirates,United Arab Emirates,13,4,0,24/02/2020 07:02,24/02/2020
Israel,Israel,1,0,0,24/02/2020 07:02,24/02/2020
Lebanon,Lebanon,1,0,0,24/02/2020 07:02,24/02/2020
Iraq,Iraq,1,0,0,24/02/2020 07:02,24/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,691,0,3,23/02/2020 23:05,23/02/2020
Singapore,Singapore,89,51,0,23/02/2020 23:05,23/02/2020
Iran,Iran,43,0,8,23/02/2020 23:05,23/02/2020
Thailand,Thailand,35,21,0,23/02/2020 23:05,23/02/2020
Thailand,Thailand,35,21,0,23/02/2020 23:01,23/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,691,0,3,23/02/2020 21:59,23/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,634,0,3,23/02/2020 21:49,23/02/2020
Korea,Korea,602,16,6,23/02/2020 21:37,23/02/2020
Korea,Korea,602,16,6,23/02/2020 21:33,23/02/2020
Singapore,Singapore,89,49,0,23/02/2020 21:33,23/02/2020
Iraq,Iraq,1,0,0,23/02/2020 21:33,23/02/2020
Korea,Korea,602,16,5,23/02/2020 18:22,23/02/2020
Japan,Japan,135,22,1,23/02/2020 18:22,23/02/2020
Singapore,Singapore,89,49,0,23/02/2020 18:22,23/02/2020
Iraq,Iraq,1,0,0,23/02/2020 18:22,23/02/2020
Iraq,Iraq,1,0,0,23/02/2020 18:07,23/02/2020
Korea,Korea,602,16,5,23/02/2020 16:26,23/02/2020
Singapore,Singapore,89,49,0,23/02/2020 15:50,23/02/2020
Korea,Korea,556,16,4,23/02/2020 13:32,23/02/2020
Japan,Japan,135,22,1,23/02/2020 13:32,23/02/2020
United States of America,United States of America,35,3,0,23/02/2020 13:32,23/02/2020
Iran,Iran,28,0,5,23/02/2020 13:32,23/02/2020
Australia,Australia,21,11,0,23/02/2020 13:32,23/02/2020
United Arab Emirates,United Arab Emirates,13,4,0,23/02/2020 13:32,23/02/2020
Israel,Israel,1,0,0,23/02/2020 13:32,23/02/2020
Lebanon,Lebanon,1,0,0,23/02/2020 13:32,23/02/2020
Korea,Korea,556,16,4,23/02/2020 10:19,23/02/2020
Japan,Japan,135,22,1,23/02/2020 10:19,23/02/2020
Korea,Korea,556,16,4,23/02/2020 10:09,23/02/2020
Japan,Japan,135,22,1,23/02/2020 10:09,23/02/2020
Japan,Japan,135,22,1,23/02/2020 09:47,23/02/2020
Korea,Korea,556,16,4,23/02/2020 09:45,23/02/2020
Korea,Korea,433,16,3,23/02/2020 08:18,23/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,634,0,2,23/02/2020 07:56,23/02/2020
Korea,Korea,433,16,3,23/02/2020 07:56,23/02/2020
Japan,Japan,122,22,1,23/02/2020 07:56,23/02/2020
Singapore,Singapore,85,37,0,23/02/2020 07:56,23/02/2020
United States of America,United States of America,35,3,0,23/02/2020 07:56,23/02/2020
Iran,Iran,28,0,5,23/02/2020 07:56,23/02/2020
Thailand,Thailand,35,17,0,23/02/2020 07:56,23/02/2020
Australia,Australia,21,11,0,23/02/2020 07:56,23/02/2020
Germany,Germany,16,7,0,23/02/2020 07:56,23/02/2020
United Arab Emirates,United Arab Emirates,13,4,0,23/02/2020 07:56,23/02/2020
Vietnam,Vietnam,16,14,0,23/02/2020 07:56,23/02/2020
Israel,Israel,1,0,0,23/02/2020 07:56,23/02/2020
Lebanon,Lebanon,1,0,0,23/02/2020 07:56,23/02/2020
Korea,Korea,433,16,3,23/02/2020 07:54,23/02/2020
Japan,Japan,122,22,1,23/02/2020 07:28,23/02/2020
United States of America,United States of America,35,3,0,23/02/2020 07:28,23/02/2020
Australia,Australia,21,11,0,23/02/2020 07:28,23/02/2020
United Arab Emirates,United Arab Emirates,13,4,0,23/02/2020 07:28,23/02/2020
Israel,Israel,1,0,0,23/02/2020 07:28,23/02/2020
Lebanon,Lebanon,1,0,0,23/02/2020 07:28,23/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,634,0,2,23/02/2020 07:18,23/02/2020
Korea,Korea,433,16,2,23/02/2020 07:18,23/02/2020
Japan,Japan,122,22,1,23/02/2020 07:18,23/02/2020
Singapore,Singapore,85,37,0,23/02/2020 07:18,23/02/2020
United States of America,United States of America,35,3,0,23/02/2020 07:18,23/02/2020
Iran,Iran,28,0,5,23/02/2020 07:18,23/02/2020
Thailand,Thailand,35,17,0,23/02/2020 07:18,23/02/2020
Australia,Australia,21,11,0,23/02/2020 07:18,23/02/2020
Germany,Germany,16,7,0,23/02/2020 07:18,23/02/2020
United Arab Emirates,United Arab Emirates,13,4,0,23/02/2020 07:18,23/02/2020
Vietnam,Vietnam,16,14,0,23/02/2020 07:18,23/02/2020
Israel,Israel,1,0,0,23/02/2020 07:18,23/02/2020
Lebanon,Lebanon,1,0,0,23/02/2020 07:18,23/02/2020
Australia,Australia,21,11,0,22/02/2020 22:53,22/02/2020
Israel,Israel,1,0,0,22/02/2020 22:49,22/02/2020
Lebanon,Lebanon,1,0,0,22/02/2020 22:49,22/02/2020
Japan,Japan,122,22,1,22/02/2020 22:43,22/02/2020
United States of America,United States of America,35,3,0,22/02/2020 22:43,22/02/2020
United Arab Emirates,United Arab Emirates,13,4,0,22/02/2020 22:43,22/02/2020
Korea,Korea,433,16,2,22/02/2020 19:10,22/02/2020
Japan,Japan,119,22,1,22/02/2020 19:10,22/02/2020
United States of America,United States of America,34,3,0,22/02/2020 19:10,22/02/2020
Iran,Iran,28,0,5,22/02/2020 19:10,22/02/2020
United Arab Emirates,United Arab Emirates,11,4,0,22/02/2020 19:10,22/02/2020
Japan,Japan,119,22,1,22/02/2020 18:00,22/02/2020
United Arab Emirates,United Arab Emirates,11,4,0,22/02/2020 18:00,22/02/2020
Iran,Iran,28,0,5,22/02/2020 17:53,22/02/2020
Korea,Korea,433,16,2,22/02/2020 16:27,22/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,634,0,2,22/02/2020 12:34,22/02/2020
Korea,Korea,204,16,2,22/02/2020 12:34,22/02/2020
Japan,Japan,105,22,1,22/02/2020 12:34,22/02/2020
Singapore,Singapore,85,37,0,22/02/2020 12:34,22/02/2020
United States of America,United States of America,34,3,0,22/02/2020 12:34,22/02/2020
Thailand,Thailand,35,17,0,22/02/2020 12:34,22/02/2020
Iran,Iran,18,0,4,22/02/2020 12:34,22/02/2020
Germany,Germany,16,7,0,22/02/2020 12:34,22/02/2020
Australia,Australia,17,11,0,22/02/2020 12:34,22/02/2020
Vietnam,Vietnam,16,14,0,22/02/2020 12:34,22/02/2020
Korea,Korea,204,16,2,22/02/2020 11:34,22/02/2020
Japan,Japan,105,22,1,22/02/2020 11:34,22/02/2020
United States of America,United States of America,34,3,0,22/02/2020 11:34,22/02/2020
Iran,Iran,18,0,4,22/02/2020 11:34,22/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,634,0,2,22/02/2020 08:02,22/02/2020
Korea,Korea,204,16,2,22/02/2020 08:02,22/02/2020
Japan,Japan,105,22,1,22/02/2020 08:02,22/02/2020
Singapore,Singapore,85,37,0,22/02/2020 08:02,22/02/2020
United States of America,United States of America,34,3,0,22/02/2020 08:02,22/02/2020
Thailand,Thailand,35,17,0,22/02/2020 08:02,22/02/2020
Iran,Iran,18,0,4,22/02/2020 08:02,22/02/2020
Germany,Germany,16,7,0,22/02/2020 08:02,22/02/2020
Malaysia,Malaysia,22,15,0,22/02/2020 08:02,22/02/2020
Australia,Australia,17,11,0,22/02/2020 08:02,22/02/2020
Vietnam,Vietnam,16,14,0,22/02/2020 08:02,22/02/2020
Nepal,Nepal,1,1,0,22/02/2020 08:02,22/02/2020
SriLanka,SriLanka,1,1,0,22/02/2020 08:02,22/02/2020
Spain,Spain,2,2,0,22/02/2020 08:02,22/02/2020
United States of America,United States of America,34,3,0,22/02/2020 07:48,22/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,634,0,2,22/02/2020 07:12,22/02/2020
Korea,Korea,204,16,2,22/02/2020 07:12,22/02/2020
Japan,Japan,105,22,1,22/02/2020 07:12,22/02/2020
Singapore,Singapore,85,37,0,22/02/2020 07:12,22/02/2020
Thailand,Thailand,35,17,0,22/02/2020 07:12,22/02/2020
Iran,Iran,18,0,4,22/02/2020 07:12,22/02/2020
Germany,Germany,16,7,0,22/02/2020 07:12,22/02/2020
Malaysia,Malaysia,22,15,0,22/02/2020 07:12,22/02/2020
Australia,Australia,17,11,0,22/02/2020 07:12,22/02/2020
Vietnam,Vietnam,16,14,0,22/02/2020 07:12,22/02/2020
Nepal,Nepal,1,1,0,22/02/2020 07:12,22/02/2020
SriLanka,SriLanka,1,1,0,22/02/2020 07:12,22/02/2020
Spain,Spain,2,2,0,22/02/2020 07:12,22/02/2020
Korea,Korea,204,16,2,21/02/2020 21:33,21/02/2020
Japan,Japan,105,22,1,21/02/2020 21:33,21/02/2020
Iran,Iran,18,0,4,21/02/2020 20:59,21/02/2020
Korea,Korea,204,16,1,21/02/2020 19:33,21/02/2020
Australia,Australia,17,11,0,21/02/2020 19:15,21/02/2020
Korea,Korea,156,16,1,21/02/2020 18:02,21/02/2020
Japan,Japan,94,12,1,21/02/2020 18:02,21/02/2020
Singapore,Singapore,85,37,0,21/02/2020 18:02,21/02/2020
Thailand,Thailand,35,17,0,21/02/2020 18:02,21/02/2020
Germany,Germany,16,7,0,21/02/2020 18:02,21/02/2020
Australia,Australia,17,11,0,21/02/2020 18:02,21/02/2020
Vietnam,Vietnam,16,14,0,21/02/2020 18:02,21/02/2020
Australia,Australia,17,11,0,21/02/2020 13:14,21/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,634,0,2,21/02/2020 13:00,21/02/2020
Korea,Korea,156,16,1,21/02/2020 13:00,21/02/2020
Japan,Japan,94,12,1,21/02/2020 13:00,21/02/2020
Singapore,Singapore,85,37,0,21/02/2020 13:00,21/02/2020
Thailand,Thailand,35,17,0,21/02/2020 13:00,21/02/2020
Germany,Germany,16,7,0,21/02/2020 13:00,21/02/2020
Vietnam,Vietnam,16,14,0,21/02/2020 13:00,21/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,634,0,2,21/02/2020 12:33,21/02/2020
Korea,Korea,156,16,1,21/02/2020 12:33,21/02/2020
Japan,Japan,94,12,1,21/02/2020 12:33,21/02/2020
Singapore,Singapore,85,37,0,21/02/2020 12:33,21/02/2020
Thailand,Thailand,35,17,0,21/02/2020 12:33,21/02/2020
Germany,Germany,16,7,0,21/02/2020 12:33,21/02/2020
Malaysia,Malaysia,22,15,0,21/02/2020 12:33,21/02/2020
Vietnam,Vietnam,16,14,0,21/02/2020 12:33,21/02/2020
Nepal,Nepal,1,1,0,21/02/2020 12:33,21/02/2020
SriLanka,SriLanka,1,1,0,21/02/2020 12:33,21/02/2020
Spain,Spain,2,2,0,21/02/2020 12:33,21/02/2020
Iran,Iran,2,0,2,21/02/2020 12:33,21/02/2020
Singapore,Singapore,85,37,0,21/02/2020 11:50,21/02/2020
Thailand,Thailand,35,17,0,21/02/2020 11:50,21/02/2020
Thailand,Thailand,35,17,0,21/02/2020 11:47,21/02/2020
Singapore,Singapore,85,37,0,21/02/2020 11:38,21/02/2020
Korea,Korea,156,16,1,21/02/2020 10:28,21/02/2020
Korea,Korea,156,16,1,21/02/2020 09:53,21/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,634,0,2,21/02/2020 07:59,21/02/2020
Korea,Korea,104,16,1,21/02/2020 07:59,21/02/2020
Japan,Japan,94,12,1,21/02/2020 07:59,21/02/2020
Singapore,Singapore,84,34,0,21/02/2020 07:59,21/02/2020
Germany,Germany,16,7,0,21/02/2020 07:59,21/02/2020
Malaysia,Malaysia,22,15,0,21/02/2020 07:59,21/02/2020
Vietnam,Vietnam,16,14,0,21/02/2020 07:59,21/02/2020
Nepal,Nepal,1,1,0,21/02/2020 07:59,21/02/2020
SriLanka,SriLanka,1,1,0,21/02/2020 07:59,21/02/2020
Spain,Spain,2,2,0,21/02/2020 07:59,21/02/2020
Iran,Iran,2,0,2,21/02/2020 07:59,21/02/2020
Germany,Germany,16,7,0,21/02/2020 07:56,21/02/2020
Vietnam,Vietnam,16,14,0,21/02/2020 07:37,21/02/2020
Japan,Japan,94,12,1,21/02/2020 07:20,21/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,634,0,2,21/02/2020 07:07,21/02/2020
Korea,Korea,104,16,1,21/02/2020 07:07,21/02/2020
Japan,Japan,84,12,1,21/02/2020 07:07,21/02/2020
Singapore,Singapore,84,34,0,21/02/2020 07:07,21/02/2020
Malaysia,Malaysia,22,15,0,21/02/2020 07:07,21/02/2020
Nepal,Nepal,1,1,0,21/02/2020 07:07,21/02/2020
SriLanka,SriLanka,1,1,0,21/02/2020 07:07,21/02/2020
Spain,Spain,2,2,0,21/02/2020 07:07,21/02/2020
Iran,Iran,2,0,2,21/02/2020 07:07,21/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,634,0,2,20/02/2020 20:02,20/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,623,0,2,20/02/2020 18:01,20/02/2020
Korea,Korea,104,16,1,20/02/2020 18:01,20/02/2020
Iran,Iran,2,0,2,20/02/2020 18:01,20/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,623,0,2,20/02/2020 17:48,20/02/2020
Korea,Korea,104,16,1,20/02/2020 17:48,20/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,621,0,2,20/02/2020 12:28,20/02/2020
Japan,Japan,84,12,1,20/02/2020 12:28,20/02/2020
Korea,Korea,82,16,0,20/02/2020 12:28,20/02/2020
Singapore,Singapore,84,34,0,20/02/2020 12:28,20/02/2020
Malaysia,Malaysia,22,15,0,20/02/2020 12:28,20/02/2020
Nepal,Nepal,1,1,0,20/02/2020 12:28,20/02/2020
SriLanka,SriLanka,1,1,0,20/02/2020 12:28,20/02/2020
Spain,Spain,2,2,0,20/02/2020 12:28,20/02/2020
Iran,Iran,2,0,2,20/02/2020 12:28,20/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,621,0,2,20/02/2020 11:56,20/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,621,0,2,20/02/2020 11:06,20/02/2020
Korea,Korea,82,16,0,20/02/2020 11:06,20/02/2020
Korea,Korea,82,16,0,20/02/2020 10:22,20/02/2020
Korea,Korea,82,16,0,20/02/2020 10:05,20/02/2020
Iran,Iran,2,0,2,20/02/2020 08:42,20/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,621,0,0,20/02/2020 08:21,20/02/2020
Japan,Japan,84,12,1,20/02/2020 08:21,20/02/2020
Singapore,Singapore,84,34,0,20/02/2020 08:21,20/02/2020
Korea,Korea,51,16,0,20/02/2020 08:21,20/02/2020
Thailand,Thailand,35,15,0,20/02/2020 08:21,20/02/2020
Germany,Germany,16,1,0,20/02/2020 08:21,20/02/2020
United States of America,United States of America,15,3,0,20/02/2020 08:21,20/02/2020
Vietnam,Vietnam,16,7,0,20/02/2020 08:21,20/02/2020
Malaysia,Malaysia,22,15,0,20/02/2020 08:21,20/02/2020
France,France,12,4,1,20/02/2020 08:21,20/02/2020
Canada,Canada,8,2,0,20/02/2020 08:21,20/02/2020
Australia,Australia,15,10,0,20/02/2020 08:21,20/02/2020
United Arab Emirates,United Arab Emirates,9,4,0,20/02/2020 08:21,20/02/2020
United Kingdom,United Kingdom,9,8,0,20/02/2020 08:21,20/02/2020
Egypt,Egypt,1,0,0,20/02/2020 08:21,20/02/2020
Nepal,Nepal,1,1,0,20/02/2020 08:21,20/02/2020
SriLanka,SriLanka,1,1,0,20/02/2020 08:21,20/02/2020
India,India,3,3,0,20/02/2020 08:21,20/02/2020
Russia,Russia,2,2,0,20/02/2020 08:21,20/02/2020
Spain,Spain,2,2,0,20/02/2020 08:21,20/02/2020
Belgium,Belgium,1,1,0,20/02/2020 08:21,20/02/2020
Iran,Iran,2,0,2,20/02/2020 08:21,20/02/2020
Iran,Iran,2,0,2,20/02/2020 07:41,20/02/2020
Iran,Iran,2,0,2,20/02/2020 07:27,20/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,621,0,0,20/02/2020 07:20,20/02/2020
Japan,Japan,84,12,1,20/02/2020 07:20,20/02/2020
Singapore,Singapore,84,34,0,20/02/2020 07:20,20/02/2020
Korea,Korea,51,16,0,20/02/2020 07:20,20/02/2020
Thailand,Thailand,35,15,0,20/02/2020 07:20,20/02/2020
Malaysia,Malaysia,22,15,0,20/02/2020 07:20,20/02/2020
Nepal,Nepal,1,1,0,20/02/2020 07:20,20/02/2020
SriLanka,SriLanka,1,1,0,20/02/2020 07:20,20/02/2020
Spain,Spain,2,2,0,20/02/2020 07:20,20/02/2020
Belgium,Belgium,1,1,0,20/02/2020 07:20,20/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,621,0,0,20/02/2020 07:17,20/02/2020
Japan,Japan,84,12,1,20/02/2020 07:17,20/02/2020
Singapore,Singapore,84,34,0,20/02/2020 07:17,20/02/2020
Korea,Korea,51,16,0,20/02/2020 07:17,20/02/2020
Thailand,Thailand,35,15,0,20/02/2020 07:17,20/02/2020
Malaysia,Malaysia,22,15,0,20/02/2020 07:17,20/02/2020
Nepal,Nepal,1,1,0,20/02/2020 07:17,20/02/2020
SriLanka,SriLanka,1,1,0,20/02/2020 07:17,20/02/2020
Spain,Spain,2,2,0,20/02/2020 07:17,20/02/2020
Belgium,Belgium,1,1,0,20/02/2020 07:17,20/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,621,0,0,20/02/2020 07:00,20/02/2020
Japan,Japan,84,12,1,20/02/2020 07:00,20/02/2020
Singapore,Singapore,84,34,0,20/02/2020 07:00,20/02/2020
Korea,Korea,51,16,0,20/02/2020 07:00,20/02/2020
Japan,Japan,84,12,1,19/02/2020 22:12,19/02/2020
Korea,Korea,51,16,0,19/02/2020 22:12,19/02/2020
Singapore,Singapore,84,34,0,19/02/2020 20:58,19/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,621,0,0,19/02/2020 20:25,19/02/2020
Singapore,Singapore,81,29,0,19/02/2020 18:15,19/02/2020
Korea,Korea,51,12,0,19/02/2020 18:15,19/02/2020
Malaysia,Malaysia,22,15,0,19/02/2020 18:15,19/02/2020
Nepal,Nepal,1,1,0,19/02/2020 18:15,19/02/2020
SriLanka,SriLanka,1,1,0,19/02/2020 18:15,19/02/2020
Spain,Spain,2,2,0,19/02/2020 18:15,19/02/2020
Malaysia,Malaysia,22,15,0,19/02/2020 17:28,19/02/2020
Korea,Korea,51,12,0,19/02/2020 17:26,19/02/2020
Nepal,Nepal,1,1,0,19/02/2020 15:02,19/02/2020
SriLanka,SriLanka,1,1,0,19/02/2020 15:02,19/02/2020
Spain,Spain,2,2,0,19/02/2020 15:02,19/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,542,0,0,19/02/2020 12:59,19/02/2020
Japan,Japan,74,12,1,19/02/2020 12:59,19/02/2020
Singapore,Singapore,81,29,0,19/02/2020 12:59,19/02/2020
Korea,Korea,46,12,0,19/02/2020 12:59,19/02/2020
Thailand,Thailand,35,15,0,19/02/2020 12:59,19/02/2020
Malaysia,Malaysia,22,13,0,19/02/2020 12:59,19/02/2020
Singapore,Singapore,81,29,0,19/02/2020 11:04,19/02/2020
Korea,Korea,46,12,0,19/02/2020 11:04,19/02/2020
Singapore,Singapore,81,29,0,19/02/2020 10:06,19/02/2020
Korea,Korea,46,12,0,19/02/2020 10:06,19/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,542,0,0,19/02/2020 08:22,19/02/2020
Japan,Japan,74,12,1,19/02/2020 08:22,19/02/2020
Korea,Korea,30,12,0,19/02/2020 08:22,19/02/2020
Malaysia,Malaysia,22,13,0,19/02/2020 08:22,19/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,542,0,0,19/02/2020 07:51,19/02/2020
Japan,Japan,74,12,1,19/02/2020 07:51,19/02/2020
Singapore,Singapore,77,24,0,19/02/2020 07:51,19/02/2020
Thailand,Thailand,35,15,0,19/02/2020 07:51,19/02/2020
Korea,Korea,30,12,0,19/02/2020 07:51,19/02/2020
Malaysia,Malaysia,22,13,0,19/02/2020 07:51,19/02/2020
France,France,12,4,1,19/02/2020 07:51,19/02/2020
Australia,Australia,15,10,0,19/02/2020 07:51,19/02/2020
United Arab Emirates,United Arab Emirates,9,4,0,19/02/2020 07:51,19/02/2020
United Kingdom,United Kingdom,9,8,0,19/02/2020 07:51,19/02/2020
India,India,3,3,0,19/02/2020 07:51,19/02/2020
Belgium,Belgium,1,1,0,19/02/2020 07:51,19/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,542,0,0,19/02/2020 07:18,19/02/2020
Japan,Japan,74,12,1,19/02/2020 07:18,19/02/2020
Singapore,Singapore,77,24,0,19/02/2020 07:18,19/02/2020
Thailand,Thailand,35,15,0,19/02/2020 07:18,19/02/2020
Korea,Korea,30,12,0,19/02/2020 07:18,19/02/2020
Malaysia,Malaysia,22,13,0,19/02/2020 07:18,19/02/2020
France,France,12,4,1,19/02/2020 07:18,19/02/2020
Australia,Australia,15,10,0,19/02/2020 07:18,19/02/2020
United Arab Emirates,United Arab Emirates,9,4,0,19/02/2020 07:18,19/02/2020
United Kingdom,United Kingdom,9,8,0,19/02/2020 07:18,19/02/2020
India,India,3,3,0,19/02/2020 07:18,19/02/2020
Belgium,Belgium,1,1,0,19/02/2020 07:18,19/02/2020
Japan,Japan,74,12,1,19/02/2020 07:12,19/02/2020
Korea,Korea,30,12,0,19/02/2020 07:12,19/02/2020
Malaysia,Malaysia,22,13,0,19/02/2020 07:12,19/02/2020
Malaysia,Malaysia,22,13,0,19/02/2020 00:17,19/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,542,0,0,18/02/2020 23:40,18/02/2020
Japan,Japan,74,12,1,18/02/2020 23:40,18/02/2020
Korea,Korea,30,12,0,18/02/2020 23:40,18/02/2020
Korea,Korea,30,12,0,18/02/2020 22:47,18/02/2020
Japan,Japan,74,12,1,18/02/2020 22:34,18/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,542,0,0,18/02/2020 18:13,18/02/2020
Thailand,Thailand,35,15,0,18/02/2020 18:13,18/02/2020
Korea,Korea,30,10,0,18/02/2020 18:13,18/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,542,0,0,18/02/2020 17:36,18/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,454,0,0,18/02/2020 12:47,18/02/2020
Singapore,Singapore,77,24,0,18/02/2020 12:47,18/02/2020
Thailand,Thailand,35,15,0,18/02/2020 12:47,18/02/2020
Korea,Korea,30,10,0,18/02/2020 12:47,18/02/2020
United Arab Emirates,United Arab Emirates,9,4,0,18/02/2020 12:47,18/02/2020
Belgium,Belgium,1,1,0,18/02/2020 12:47,18/02/2020
Singapore,Singapore,77,24,0,18/02/2020 11:44,18/02/2020
Thailand,Thailand,35,15,0,18/02/2020 11:44,18/02/2020
Korea,Korea,30,10,0,18/02/2020 11:44,18/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,454,0,0,18/02/2020 08:14,18/02/2020
Singapore,Singapore,77,24,0,18/02/2020 08:14,18/02/2020
Thailand,Thailand,35,15,0,18/02/2020 08:14,18/02/2020
Korea,Korea,30,10,0,18/02/2020 08:14,18/02/2020
United Arab Emirates,United Arab Emirates,9,4,0,18/02/2020 08:14,18/02/2020
Belgium,Belgium,1,1,0,18/02/2020 08:14,18/02/2020
Thailand,Thailand,35,15,0,18/02/2020 07:45,18/02/2020
Korea,Korea,30,10,0,18/02/2020 07:45,18/02/2020
Thailand,Thailand,35,15,0,18/02/2020 07:40,18/02/2020
Korea,Korea,30,10,0,18/02/2020 07:40,18/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,454,0,0,18/02/2020 07:13,18/02/2020
Singapore,Singapore,77,24,0,18/02/2020 07:13,18/02/2020
Japan,Japan,62,12,1,18/02/2020 07:13,18/02/2020
Thailand,Thailand,35,14,0,18/02/2020 07:13,18/02/2020
Korea,Korea,30,9,0,18/02/2020 07:13,18/02/2020
Malaysia,Malaysia,22,7,0,18/02/2020 07:13,18/02/2020
France,France,12,4,1,18/02/2020 07:13,18/02/2020
Australia,Australia,15,10,0,18/02/2020 07:13,18/02/2020
